City_ID,City,Cloudiness(%),Country,Date,Humidity(%),Latitude,Longitude,Max Temp(F),Wind Speed(mph)
380,dinguiraye,0,GN,1613174314,20,11.3,-10.72,73.62,1.19
381,minab,90,IR,1613174576,94,27.15,57.08,62.6,4.61
382,jonuta,75,MX,1613174628,94,18.08,-92.13,77.0,6.91
383,cabot,90,US,1613174592,64,34.97,-92.02,28.4,11.5
384,walvis bay,77,NA,1613174200,83,-22.96,14.51,70.0,8.05
385,butembo,100,CD,1613174628,64,0.15,29.28,63.28,2.73
386,port blair,90,IN,1613174099,77,11.67,92.75,78.08,8.99
387,koflach,53,AT,1613174629,79,47.07,15.08,16.0,1.14
388,mancio lima,99,BR,1613174629,94,-7.61,-72.9,74.98,1.21
389,bereda,100,ES,1613174170,90,43.27,-7.54,46.99,5.99
390,west wendover,75,US,1613174630,35,40.74,-114.07,51.8,16.11
391,camacha,0,PT,1613174557,82,33.08,-16.33,57.2,2.3
392,nadvoitsy,96,RU,1613174631,94,63.87,34.32,5.38,8.75
393,huarmey,69,PE,1613174157,65,-10.07,-78.15,74.53,7.4
394,berezayka,100,RU,1613174631,89,57.99,33.9,1.0,11.65
395,lorengau,96,PG,1613174136,71,-2.02,147.27,84.92,5.55
396,maridi,0,SS,1613174631,26,4.92,29.47,71.31,0.56
397,kodiak,90,US,1613174523,80,57.79,-152.41,33.8,21.85
398,borujerd,0,IR,1613174632,57,33.9,48.75,41.7,3.51
399,mantua,100,IT,1613174632,64,45.17,10.78,33.01,13.0
400,kaeo,0,NZ,1613174284,51,-35.1,173.78,75.99,7.0
401,sulangan,85,PH,1613174257,75,11.14,123.72,81.84,3.96
402,south lake tahoe,1,US,1613174633,60,38.93,-119.98,51.8,10.36
403,ximei,75,CN,1613174633,77,24.96,118.38,62.6,8.95
404,mirandopolis,100,BR,1613174544,89,-21.13,-51.1,70.93,3.89
405,xichang,15,CN,1613174581,62,27.9,102.26,48.0,0.81
406,lensk,100,RU,1613174133,85,60.73,114.93,-12.37,3.78
407,kupang,75,ID,1613174542,100,-10.17,123.58,78.8,1.14
408,quatre cocos,40,MU,1613174423,83,-20.21,57.76,77.0,14.97
409,omsukchan,34,RU,1613174634,85,62.53,155.8,-14.15,4.56
410,chokwe,100,MZ,1613174635,94,-24.53,32.98,75.63,10.36
411,mandalgovi,50,MN,1613174080,76,45.76,106.27,3.83,8.95
412,cayenne,75,GF,1613174635,94,4.93,-52.33,78.8,9.22
413,matara,60,LK,1613174635,89,5.95,80.54,72.88,2.28
414,krutinka,25,RU,1613174636,89,56.01,71.51,-13.49,8.43
415,beringovskiy,100,RU,1613174133,88,63.05,179.32,-13.61,28.05
416,grants pass,90,US,1613174582,81,42.44,-123.33,50.0,4.61
417,umm lajj,12,SA,1613174397,62,25.02,37.27,75.81,8.93
418,hermosillo,40,MX,1613174599,22,29.07,-110.97,77.0,17.27
419,kalat,87,PK,1613174637,46,29.02,66.59,44.96,6.76
420,tabuk,84,PH,1613174637,83,17.42,121.44,70.72,4.18
421,novochernorechenskiy,50,RU,1613174637,86,56.27,91.08,-21.19,4.16
422,doembang nangbuat,0,TH,1613174638,82,14.83,100.1,75.99,5.32
423,labuhan,100,ID,1613174547,85,-6.88,112.21,78.69,8.03
424,ikom,32,NG,1613174638,89,5.97,8.71,74.88,2.01
425,medak,44,IN,1613174638,56,18.03,78.27,64.99,5.79
426,aitape,97,PG,1613174638,91,-3.14,142.35,76.62,9.04
427,macomer,75,IT,1613174639,94,40.26,8.77,55.4,12.66
428,sangar,100,RU,1613174129,92,63.92,127.47,-3.51,5.01
429,mwense,95,ZM,1613174639,94,-10.38,28.7,66.85,3.13
430,marsh harbour,12,BS,1613174541,82,26.54,-77.06,75.22,14.94
431,guanica,2,PR,1613174639,72,17.97,-66.91,75.0,12.26
432,wanaka,93,NZ,1613174096,44,-44.7,169.15,72.0,5.99
433,rio grande,100,BR,1613174013,91,-32.03,-52.1,73.99,14.99
434,fort pierce,1,US,1613174452,73,27.45,-80.33,75.99,9.22
435,cabedelo,90,BR,1613174162,94,-6.98,-34.83,77.0,11.5
436,bonthe,27,SL,1613174064,84,7.53,-12.51,78.64,7.23
437,saint-paul,75,RE,1613174641,69,-21.01,55.27,77.0,12.66
438,malm,90,NO,1613174641,79,64.07,11.22,35.01,8.05
439,rizhao,0,CN,1613174642,81,35.43,119.46,44.49,3.33
440,stephenville,90,US,1613174642,80,32.22,-98.2,28.0,8.05
441,cessnock,100,AU,1613174277,98,-32.83,151.35,73.0,1.77
442,lewiston,1,US,1613174642,56,44.1,-70.21,15.01,3.44
443,pangnirtung,20,CA,1613174042,77,66.15,-65.71,-7.6,1.54
444,marystown,83,CA,1613174309,93,47.17,-55.15,29.55,21.23
445,golub-dobrzyn,30,PL,1613174643,97,53.11,19.05,16.75,7.23
446,deputatskiy,100,RU,1613174468,90,69.3,139.9,-15.25,2.8
447,goderich,95,CA,1613174073,73,43.75,-81.72,12.2,3.44
448,grand gaube,13,MU,1613174165,82,-20.01,57.66,73.99,5.01
449,luangwa,100,ZM,1613174644,93,-15.62,30.42,72.45,5.32
450,beyneu,42,KZ,1613174314,84,45.32,55.2,36.19,17.63
451,trairi,35,BR,1613174644,82,-3.28,-39.27,79.41,8.37
452,sur,0,OM,1613174644,54,22.57,59.53,67.69,5.53
453,itoman,40,JP,1613174068,88,26.12,127.67,68.0,10.36
454,chalmette,90,US,1613174645,87,29.94,-89.96,50.0,8.05
455,yaan,71,NG,1613174636,16,7.38,8.57,79.52,2.64
456,kalengwa,97,ZM,1613174646,96,-13.47,25.0,63.14,4.32
457,tura,0,IN,1613174183,54,25.52,90.22,60.4,2.62
458,praia da vitoria,40,PT,1613174050,77,38.73,-27.07,60.01,25.99
459,caravelas,13,BR,1613174144,86,-17.71,-39.25,76.19,5.68
460,maua,90,BR,1613174334,88,-23.67,-46.46,69.8,10.36
461,banff,58,CA,1613174403,47,51.18,-115.57,6.8,4.61
462,vyshestebliyevskaya,56,RU,1613174552,68,45.2,37.02,26.6,15.66
463,zalesovo,0,RU,1613174647,87,53.99,84.74,-23.24,2.75
464,mao,0,ES,1613174647,87,39.89,4.27,53.6,6.91
465,brae,90,GB,1613174117,51,60.4,-1.35,35.6,25.32
466,durango,0,MX,1613174426,26,24.83,-104.83,62.29,2.64
467,helong,68,CN,1613174648,86,42.54,129.0,33.89,2.8
468,henties bay,86,NA,1613174324,88,-22.12,14.28,70.0,7.0
469,mugur-aksy,23,RU,1613174648,79,50.35,90.5,-9.63,5.14
470,dong hoi,0,VN,1613174056,81,17.48,106.6,61.61,3.15
471,berdigestyakh,100,RU,1613174484,89,62.1,126.7,-10.26,5.95
472,naze,75,JP,1613174558,88,28.37,129.48,66.2,20.71
473,soyo,85,AO,1613174058,81,-6.13,12.37,79.84,6.58
474,dauphin,1,CA,1613174650,57,51.15,-100.05,-20.2,4.97
475,jatibarang,100,ID,1613174334,85,-6.47,108.32,77.72,3.33
476,ahipara,0,NZ,1613174208,50,-35.17,173.17,72.82,3.94
477,erenhot,0,CN,1613174394,88,43.65,111.98,7.05,5.99
478,malinyi,98,TZ,1613174651,95,-8.93,36.13,70.27,1.05
479,kamina,100,CD,1613174651,96,-8.74,24.99,64.53,3.69
480,ancona,90,IT,1613174519,93,43.55,13.17,37.99,4.61
481,mulege,50,MX,1613174651,31,26.88,-111.98,72.68,5.19
482,kuching,20,MY,1613174071,100,1.55,110.33,75.2,3.69
483,misratah,0,LY,1613174550,74,32.38,15.09,58.17,12.64
484,meadow lake,75,US,1613174411,30,34.8,-106.54,55.99,17.27
485,hamilton,97,US,1613174105,73,39.18,-84.53,28.0,4.0
486,kushima,75,JP,1613174652,94,31.46,131.23,55.4,16.11
487,abu kamal,80,SY,1613174652,45,34.45,40.92,56.7,4.03
488,tessalit,0,ML,1613174271,19,20.2,1.01,69.04,9.06
489,kurchum,76,KZ,1613174081,93,48.57,83.65,2.66,0.96
490,sabang,46,ID,1613174653,77,5.89,95.32,82.89,12.39
491,malpe,20,IN,1613174221,83,13.35,74.72,73.4,4.61
492,mareeba,75,AU,1613174213,78,-17.0,145.43,82.4,5.75
493,santa cruz del sur,4,CU,1613174654,79,20.71,-78.0,76.78,4.25
494,newport,51,GB,1613174137,76,51.59,-3.0,28.99,17.07
495,ca mau,98,VN,1613174109,79,9.18,105.15,74.66,7.14
496,dukat,8,RU,1613174654,84,62.55,155.55,-12.6,4.34
497,tukrah,27,LY,1613174655,77,32.53,20.58,53.33,1.7
498,libenge,9,CD,1613174655,26,3.65,18.63,71.8,3.74
499,nouadhibou,0,MR,1613174249,77,20.93,-17.03,64.4,20.71
